 year |                   primary_situation                    | total_incidents 
 2020 | 462 Aircraft standby                                   |               2
 2020 | 120 Fire in mobile prop. used as a fixed struc., other |               2
 2020 | 632 Prescribed fire                                    |               2
 2020 | 732 Extinguishing system activation due to malfunction |               2
 2020 | 116 Fuel burner/boiler malfunction, fire confined      |               2
 2020 | 115 Incinerator overload or malfunction, fire confined |               2
 2020 | 155 Outside stationary compactor/compacted trash fire  |               2
 2020 | 153 Construction or demolition landfill fire           |               2
 2020 | 363 Swift water rescue                                 |               2
 2020 | 163 Outside gas or vapor combustion explosion          |               2
 2020 | 210 Overpressure rupture from steam, other             |               2
 2020 | 340 Search for lost person, other                      |               2
 2020 | 211 Overpressure rupture of steam pipe or pipeline     |               2
 2020 | 222 Overpressure rupture of boiler from air or gas     |               1
 2020 | 141 Forest, woods or wildland fire                     |               1
 2020 | 121 Fire in mobile home used as fixed residence        |               1
 2020 | 370 Electrical rescue, other                           |               1
 2020 | 136 Self-propelled motor home or recreational vehicle  |               1
 2020 | 354 Trench/below-grade rescue                          |               1
 2020 | 372 Trapped by power lines                             |               1
 2020 | 117 Commercial Compactor fire, confined to rubbish     |               1
 2020 | 721 Bomb scare - no bomb                               |               1
 2020 | 814 Lightning strike (no fire)                         |               1
 2020 | 231 Chemical reaction rupture of process vessel        |               1
 2020 |                                                        |               1
 2020 | 170 Cultivated vegetation, crop fire, other            |               1
 2020 | 134 Water vehicle fire                                 |               1
 2020 | 471 Explosive, bomb removal (for bomb scare, use 721)  |               1
 2021 | 700 False alarm or false call, other                   |            3061
 2021 | 745 Alarm system activation, no fire - unintentional   |            2211
 2021 | 735 Alarm system sounded due to malfunction            |            1741
 2021 | 500 Service Call, other                                |            1617
 2021 | 743 Smoke detector activation, no fire - unintentional |            1560
 2021 | 151 Outside rubbish, trash or waste fire               |            1409
 2021 | 322 Motor vehicle accident with injuries               |            1268
 2021 | 554 Assist invalid                                     |            1266
 2021 | 113 Cooking fire, confined to container                |             852
 2021 | 733 Smoke detector activation due to malfunction       |             843
 2021 | 150 Outside rubbish fire, other                        |             776
 2021 | 440 Electrical  wiring/equipment problem, other        |             622
 2021 | 311 Medical assist, assist EMS crew                    |             606
 2021 | 324 Motor vehicle accident with no injuries.           |             572
 2021 | 711 Municipal alarm system, malicious false alarm      |             522
 2021 | 323 Motor vehicle/pedestrian accident (MV Ped)         |             522
 2021 | 730 System malfunction, other                          |             518
 2021 | 622 No incident found on arrival at dispatch address   |             489
 2021 | 353 Removal of victim(s) from stalled elevator         |             440
 2021 | 600 Good intent call, other                            |             430
 2021 | 744 Detector activation, no fire - unintentional       |             427
 2021 | 551 Assist police or other governmental agency         |             417
 2021 | 740 Unintentional transmission of alarm, other         |             406
 2021 | 412 Gas leak (natural gas or LPG)                      |             349
 2021 | 550 Public service assistance, other                   |             342
 2021 | 651 Smoke scare, odor of smoke                         |             341
 2021 | 522 Water or steam leak                                |             324
 2021 | 520 Water problem, other                               |             321
 2021 | 444 Power line down                                    |             321
 2021 | 300 Rescue, EMS incident, other                        |             313
 2021 | 531 Smoke or odor removal                              |             300
 2021 | 320 Emergency medical service incident, other          |             291
 2021 | 510 Person in distress, other                          |             280
 2021 | 118 Trash or rubbish fire, contained                   |             262
 2021 | 553 Public service                                     |             245
 2021 | 111 Building fire                                      |             242
 2021 | 710 Malicious, mischievous false call, other           |             242
 2021 | 746 Carbon monoxide detector activation, no CO         |             241
 2021 | 154 Dumpster or other outside trash receptacle fire    |             210
 2021 | 714 Central station, malicious false alarm             |             202
 2021 | 400 Hazardous condition, other                         |             195
 2021 | 131 Passenger vehicle fire                             |             193
 2021 | 100 Fire, other                                        |             185
 2021 | 712 Direct tie to FD, malicious false alarm            |             170
 2021 | 445 Arcing, shorted electrical equipment               |             170
 2021 | 1600 Tent/Encampment fire                              |             165
 2021 | 611 Dispatched & canceled en route                     |             155
 2021 | 511 Lock-out                                           |             144
 2021 | 424 Carbon monoxide incident                           |             124
 2021 | 552 Police matter                                      |             121
 2021 | 736 CO detector activation due to malfunction          |             103
 2021 | 900 Special type of incident, other                    |             101
 2021 | 715 Local alarm system, malicious false alarm          |             101
 2021 | 321 EMS call, excluding vehicle accident with injury   |              87
 2021 | 555 Defective elevator, no occupants                   |              83
 2021 | 411 Gasoline or other flammable liquid spill           |              82
 2021 | 741 Sprinkler activation, no fire - unintentional      |              76
 2021 | 460 Accident, potential accident, other                |              75
 2021 | 561 Unauthorized burning                               |              71
 2021 | 142 Brush or brush-and-grass mixture fire              |              71
 2021 | 331 Lock-in (if lock out , use 511 )                   |              68
 2021 | 653 Smoke from barbecue, tar kettle                    |              63
 2021 | 364 Surf rescue                                        |              58
 2021 | 650 Steam, other gas mistaken for smoke, other         |              57
 2021 | 140 Natural vegetation fire, other                     |              54
 2021 | 442 Overheated motor                                   |              52
 2021 | 4450 Arcing, shorted electrical PG&E equipment         |              51
 2021 | 463 Vehicle accident, general cleanup                  |              50
 2021 | 143 Grass fire                                         |              42
 2021 | 800 Severe weather or natural disaster, other          |              40
 2021 | 350 Extrication, rescue, other                         |              35
 2021 | 352 Extrication of victim(s) from vehicle              |              34
 2021 | 251 Excessive heat, scorch burns with no ignition      |              34
 2021 | 130 Mobile property (vehicle) fire, other              |              33
 2021 | 911 Citizen complaint                                  |              30
 2021 | 4440 PG&E Power line down                              |              30
 2021 | 160 Special outside fire, other                        |              29
 2021 | 734 Heat detector activation due to malfunction        |              28
 2021 | 512 Ring or jewelry removal                            |              27
 2021 | 162 Outside equipment fire                             |              27
 2021 | 410 Combustible/flammable gas/liquid condition, other  |              26
 2021 | 542 Animal rescue                                      |              26
 2021 | 652 Steam, vapor, fog or dust thought to be smoke      |              25
 2021 | 381 Rescue or EMS standby                              |              20
 2021 | 112 Fires in structure other than in a building        |              19
 2021 | 441 Heat from short circuit (wiring), defective/worn   |              19
 2021 | 671 HazMat release investigation w/no HazMat           |              19
 2021 | 461 Building or structure weakened or collapsed        |              18
 2021 | 356 High-angle rescue                                  |              18
 2021 | 713 Telephone, malicious false alarm                   |              18
 2021 | 731 Sprinkler activation due to malfunction            |              17
 2021 | 342 Search for person in water                         |              16
 2021 | 812 Flood assessment                                   |              16
 2021 | 413 Oil or other combustible liquid spill              |              15
 2021 | 132 Road freight or transport vehicle fire             |              14
 2021 | 200 Overpressure rupture, explosion, overheat other    |              13
 2021 | 360 Water & ice-related rescue, other                  |              13
 2021 | 421 Chemical hazard (no spill or leak)                 |              13
 2021 | 641 Vicinity alarm (incident in other location)        |              12
 2021 | 114 Chimney or flue fire, confined to chimney or flue  |              12
 2021 | 813 Wind storm, tornado/hurricane assessment           |              12
 2021 | 365 Watercraft rescue                                  |              12
 2021 | 141 Forest, woods or wildland fire                     |              11
 2021 | 137 Camper or recreational vehicle (RV) fire           |              11
 2021 | 480 Attempted burning, illegal action, other           |              10
 2021 | 541 Animal problem                                     |              10
 2021 | 1230 Fire in portable building (Port-A-Potty)          |              10
 2021 | 361 Swimming/recreational water areas rescue           |              10
 2021 | 1620 Outside PG&E equipment fire                       |               9
 2021 | 422 Chemical spill or leak                             |               9
 2021 |                                                        |               9
 2021 | 621 Wrong location                                     |               9
 2021 | 631 Authorized controlled burning                      |               7
 2021 | 161 Outside storage fire                               |               7
 2021 | 481 Attempt to burn                                    |               7
 2021 | 122 Fire in motor home, camper, recreational vehicle   |               7
 2021 | 243 Fireworks explosion (no fire)                      |               6
 2021 | 742 Extinguishing system activation                    |               6
 2021 | 521 Water evacuation                                   |               6
 2021 | 540 Animal problem, other                              |               6
 2021 | 164 Outside mailbox fire                               |               6
 2021 | 732 Extinguishing system activation due to malfunction |               6
 2021 | 351 Extrication of victim(s) from building/structure   |               5
 2021 | 451 Biological hazard, confirmed or suspected          |               5
 2021 | 420 Toxic condition, other                             |               4
 2021 | 371 Electrocution or potential electrocution           |               4
 2021 | 357 Extrication of victim(s) from machinery            |               4
 2021 | 363 Swift water rescue                                 |               4
 2021 | 4000 Tent/Encampment hazardous condition               |               4
 2021 | 240 Explosion (no fire), other                         |               4
 2021 | 462 Aircraft standby                                   |               4
 2021 | 443 Breakdown of light ballast                         |               4
 2021 | 121 Fire in mobile home used as fixed residence        |               3
 2021 | 116 Fuel burner/boiler malfunction, fire confined      |               3
 2021 | 120 Fire in mobile prop. used as a fixed struc., other |               3
 2021 | 152 Garbage dump or sanitary landfill fire             |               3
 2021 | 223 Air or gas rupture of pressure or process vessel   |               3
 2021 | 212 Overpressure rupture of steam boiler               |               3
 2021 | 134 Water vehicle fire                                 |               3
 2021 | 423 Refrigeration leak                                 |               2
 2021 | 210 Overpressure rupture from steam, other             |               2
 2021 | 471 Explosive, bomb removal (for bomb scare, use 721)  |               2
 2021 | 661 EMS call, party transported by non-fire agency     |               2
 2021 | 153 Construction or demolition landfill fire           |               2
 2021 | 815 Severe weather or natural disaster standby         |               2
 2021 | 173 Cultivated trees or nursery stock fire             |               2
 2021 | 220 Overpressure rupture from air or gas, other        |               2
 2021 | 136 Self-propelled motor home or recreational vehicle  |               2
 2021 | 155 Outside stationary compactor/compacted trash fire  |               2
 2021 | 341 Search for person on land                          |               2
 2021 | 721 Bomb scare - no bomb                               |               2
 2021 | 221 Overpressure rupture of air or gas pipe/pipeline   |               2
 2021 | 211 Overpressure rupture of steam pipe or pipeline     |               1
 2021 | 244 Dust explosion (no fire)                           |               1
 2021 | 355 Confined space rescue                              |               1
 2021 | 135 Aircraft fire                                      |               1
 2021 | 231 Chemical reaction rupture of process vessel        |               1
 2021 | 571 Cover assignment, standby, moveup                  |               1
 2021 | 163 Outside gas or vapor combustion explosion          |               1
 2021 | 340 Search for lost person, other                      |               1
 2021 | 672 Biological hazard investigation, none found        |               1
 2021 | 632 Prescribed fire                                    |               1
 2021 | 123 Fire in portable building, fixed location          |               1
 2021 | 370 Electrical rescue, other                           |               1
 2022 | 700 False alarm or false call, other                   |            3214
 2022 | 745 Alarm system activation, no fire - unintentional   |            2531
 2022 | 151 Outside rubbish, trash or waste fire               |            2030
 2022 | 735 Alarm system sounded due to malfunction            |            1863
 2022 | 743 Smoke detector activation, no fire - unintentional |            1824
 2022 | 554 Assist invalid                                     |            1474
 2022 | 500 Service Call, other                                |            1436
 2022 | 322 Motor vehicle accident with injuries               |            1297
 2022 | 733 Smoke detector activation due to malfunction       |            1092
 2022 | 150 Outside rubbish fire, other                        |            1041
 2022 | 730 System malfunction, other                          |             948
 2022 | 113 Cooking fire, confined to container                |             907
 2022 | 311 Medical assist, assist EMS crew                    |             661
 2022 | 324 Motor vehicle accident with no injuries.           |             615
 2022 | 323 Motor vehicle/pedestrian accident (MV Ped)         |             566
 2022 | 353 Removal of victim(s) from stalled elevator         |             550
 2022 | 622 No incident found on arrival at dispatch address   |             538
 2022 | 744 Detector activation, no fire - unintentional       |             486
 2022 | 600 Good intent call, other                            |             486
 2022 | 412 Gas leak (natural gas or LPG)                      |             474
 2022 | 740 Unintentional transmission of alarm, other         |             465
 2022 | 522 Water or steam leak                                |             416
 2022 | 551 Assist police or other governmental agency         |             413
 2022 | 440 Electrical  wiring/equipment problem, other        |             410
 2022 | 520 Water problem, other                               |             403
 2022 | 651 Smoke scare, odor of smoke                         |             380
 2022 | 118 Trash or rubbish fire, contained                   |             346
 2022 | 550 Public service assistance, other                   |             339
 2022 | 111 Building fire                                      |             337
 2022 | 154 Dumpster or other outside trash receptacle fire    |             332
 2022 | 531 Smoke or odor removal                              |             328
 2022 | 300 Rescue, EMS incident, other                        |             319
 2022 | 1600 Tent/Encampment fire                              |             294
 2022 | 711 Municipal alarm system, malicious false alarm      |             290
 2022 | 746 Carbon monoxide detector activation, no CO         |             280
 2022 | 510 Person in distress, other                          |             280
 2022 | 553 Public service                                     |             271
 2022 | 714 Central station, malicious false alarm             |             253
 2022 | 320 Emergency medical service incident, other          |             253
 2022 | 444 Power line down                                    |             240
 2022 | 131 Passenger vehicle fire                             |             198
 2022 | 710 Malicious, mischievous false call, other           |             193
 2022 | 611 Dispatched & canceled en route                     |             184
 2022 | 511 Lock-out                                           |             171
 2022 | 100 Fire, other                                        |             164
 2022 | 900 Special type of incident, other                    |             158
 2022 | 561 Unauthorized burning                               |             143
 2022 | 736 CO detector activation due to malfunction          |             140
 2022 | 400 Hazardous condition, other                         |             126
 2022 | 712 Direct tie to FD, malicious false alarm            |             121
 2022 | 715 Local alarm system, malicious false alarm          |             113
 2022 | 321 EMS call, excluding vehicle accident with injury   |             111
 2022 | 424 Carbon monoxide incident                           |             107
 2022 | 411 Gasoline or other flammable liquid spill           |             103
 2022 | 552 Police matter                                      |             102
 2022 | 741 Sprinkler activation, no fire - unintentional      |              89
 2022 | 331 Lock-in (if lock out , use 511 )                   |              87
 2022 | 555 Defective elevator, no occupants                   |              86
 2022 | 445 Arcing, shorted electrical equipment               |              86
 2022 | 142 Brush or brush-and-grass mixture fire              |              76
 2022 | 653 Smoke from barbecue, tar kettle                    |              72
 2022 | 160 Special outside fire, other                        |              64
 2022 | 4450 Arcing, shorted electrical PG&E equipment         |              64
 2022 | 734 Heat detector activation due to malfunction        |              58
 2022 | 364 Surf rescue                                        |              56
 2022 | 442 Overheated motor                                   |              55
 2022 | 463 Vehicle accident, general cleanup                  |              50
 2022 | 650 Steam, other gas mistaken for smoke, other         |              50
 2022 | 143 Grass fire                                         |              43
 2022 | 4440 PG&E Power line down                              |              42
 2022 | 140 Natural vegetation fire, other                     |              42
 2022 | 410 Combustible/flammable gas/liquid condition, other  |              40
 2022 | 512 Ring or jewelry removal                            |              39
 2022 | 130 Mobile property (vehicle) fire, other              |              38
 2022 | 911 Citizen complaint                                  |              37
 2022 | 352 Extrication of victim(s) from vehicle              |              35
 2022 | 460 Accident, potential accident, other                |              32
 2022 | 542 Animal rescue                                      |              32
 2022 | 652 Steam, vapor, fog or dust thought to be smoke      |              30
 2022 | 350 Extrication, rescue, other                         |              30
 2022 | 713 Telephone, malicious false alarm                   |              25
 2022 | 251 Excessive heat, scorch burns with no ignition      |              24
 2022 | 671 HazMat release investigation w/no HazMat           |              23
 2022 | 200 Overpressure rupture, explosion, overheat other    |              23
 2022 | 462 Aircraft standby                                   |              20
 2022 | 521 Water evacuation                                   |              20
 2022 | 356 High-angle rescue                                  |              19
 2022 | 812 Flood assessment                                   |              19
 2022 | 112 Fires in structure other than in a building        |              19
 2022 | 162 Outside equipment fire                             |              18
 2022 | 365 Watercraft rescue                                  |              17
 2022 | 413 Oil or other combustible liquid spill              |              16
 2022 | 381 Rescue or EMS standby                              |              15
 2022 | 461 Building or structure weakened or collapsed        |              15
 2022 | 1620 Outside PG&E equipment fire                       |              14
 2022 | 641 Vicinity alarm (incident in other location)        |              14
 2022 | 441 Heat from short circuit (wiring), defective/worn   |              13
 2022 | 361 Swimming/recreational water areas rescue           |              12
 2022 | 800 Severe weather or natural disaster, other          |              12
 2022 | 731 Sprinkler activation due to malfunction            |              12
 2022 | 132 Road freight or transport vehicle fire             |              12
 2022 | 422 Chemical spill or leak                             |              12
 2022 | 621 Wrong location                                     |              11
 2022 | 137 Camper or recreational vehicle (RV) fire           |              10
 2022 | 342 Search for person in water                         |              10
 2022 | 4000 Tent/Encampment hazardous condition               |               9
 2022 | 421 Chemical hazard (no spill or leak)                 |               9
 2022 | 481 Attempt to burn                                    |               8
 2022 | 420 Toxic condition, other                             |               8
 2022 | 480 Attempted burning, illegal action, other           |               8
 2022 | 742 Extinguishing system activation                    |               8
 2022 | 1230 Fire in portable building (Port-A-Potty)          |               8
 2022 | 631 Authorized controlled burning                      |               8
 2022 | 141 Forest, woods or wildland fire                     |               8
 2022 | 240 Explosion (no fire), other                         |               8
 2022 | 161 Outside storage fire                               |               7
 2022 | 243 Fireworks explosion (no fire)                      |               6
 2022 | 155 Outside stationary compactor/compacted trash fire  |               6
 2022 | 114 Chimney or flue fire, confined to chimney or flue  |               6
 2022 | 443 Breakdown of light ballast                         |               6
 2022 | 540 Animal problem, other                              |               6
 2022 | 360 Water & ice-related rescue, other                  |               6
 2022 | 357 Extrication of victim(s) from machinery            |               5
 2022 | 351 Extrication of victim(s) from building/structure   |               5
 2022 | 661 EMS call, party transported by non-fire agency     |               5
 2022 | 211 Overpressure rupture of steam pipe or pipeline     |               4
 2022 | 541 Animal problem                                     |               4
 2022 | 134 Water vehicle fire                                 |               4
 2022 | 815 Severe weather or natural disaster standby         |               3
 2022 | 732 Extinguishing system activation due to malfunction |               3
 2022 | 153 Construction or demolition landfill fire           |               3
 2022 | 220 Overpressure rupture from air or gas, other        |               3
 2022 | 122 Fire in motor home, camper, recreational vehicle   |               3
 2022 | 116 Fuel burner/boiler malfunction, fire confined      |               3
 2022 | 423 Refrigeration leak                                 |               3
 2022 | 152 Garbage dump or sanitary landfill fire             |               3
 2022 | 210 Overpressure rupture from steam, other             |               2
 2022 | 340 Search for lost person, other                      |               2
 2022 | 123 Fire in portable building, fixed location          |               2
 2022 | 571 Cover assignment, standby, moveup                  |               2
 2022 | 120 Fire in mobile prop. used as a fixed struc., other |               2
 2022 | 221 Overpressure rupture of air or gas pipe/pipeline   |               2
 2022 | 363 Swift water rescue                                 |               2
 2022 | 451 Biological hazard, confirmed or suspected          |               2
 2022 | 212 Overpressure rupture of steam boiler               |               2
 2022 | 164 Outside mailbox fire                               |               1
 2022 | 632 Prescribed fire                                    |               1
 2022 | 244 Dust explosion (no fire)                           |               1
 2022 | 813 Wind storm, tornado/hurricane assessment           |               1
 2022 | 370 Electrical rescue, other                           |               1
 2022 | 138 Off-road vehicle or heavy equipment fire           |               1
 2022 | 163 Outside gas or vapor combustion explosion          |               1
 2022 | 341 Search for person on land                          |               1
 2022 | 170 Cultivated vegetation, crop fire, other            |               1
 2022 | 672 Biological hazard investigation, none found        |               1
 2022 | 471 Explosive, bomb removal (for bomb scare, use 721)  |               1
 2022 | 482 Threat to burn                                     |               1
 2023 | 700 False alarm or false call, other                   |            3336
 2023 | 745 Alarm system activation, no fire - unintentional   |            2708
 2023 | 151 Outside rubbish, trash or waste fire               |            2351
 2023 | 735 Alarm system sounded due to malfunction            |            2111
 2023 | 743 Smoke detector activation, no fire - unintentional |            2082
 2023 | 500 Service Call, other                                |            1890
 2023 | 554 Assist invalid                                     |            1727
 2023 | 322 Motor vehicle accident with injuries               |            1315
 2023 | 150 Outside rubbish fire, other                        |            1193
 2023 | 733 Smoke detector activation due to malfunction       |            1115
 2023 | 113 Cooking fire, confined to container                |            1005
 2023 | 730 System malfunction, other                          |             699
 2023 | 622 No incident found on arrival at dispatch address   |             683
 2023 | 311 Medical assist, assist EMS crew                    |             683
 2023 | 353 Removal of victim(s) from stalled elevator         |             672
 2023 | 744 Detector activation, no fire - unintentional       |             620
 2023 | 740 Unintentional transmission of alarm, other         |             612
 2023 | 324 Motor vehicle accident with no injuries.           |             604
 2023 | 440 Electrical  wiring/equipment problem, other        |             593
 2023 | 412 Gas leak (natural gas or LPG)                      |             567
 2023 | 323 Motor vehicle/pedestrian accident (MV Ped)         |             565
 2023 | 600 Good intent call, other                            |             542
 2023 | 520 Water problem, other                               |             393
 2023 | 522 Water or steam leak                                |             384
 2023 | 444 Power line down                                    |             375
 2023 | 531 Smoke or odor removal                              |             370
 2023 | 551 Assist police or other governmental agency         |             362
 2023 | 746 Carbon monoxide detector activation, no CO         |             340
 2023 | 651 Smoke scare, odor of smoke                         |             329
 2023 | 550 Public service assistance, other                   |             322
 2023 | 118 Trash or rubbish fire, contained                   |             322
 2023 | 300 Rescue, EMS incident, other                        |             318
 2023 | 510 Person in distress, other                          |             306
 2023 | 561 Unauthorized burning                               |             298
 2023 | 154 Dumpster or other outside trash receptacle fire    |             272
 2023 | 111 Building fire                                      |             257
 2023 | 553 Public service                                     |             247
 2023 | 1600 Tent/Encampment fire                              |             224
 2023 | 320 Emergency medical service incident, other          |             224
 2023 | 711 Municipal alarm system, malicious false alarm      |             220
 2023 | 131 Passenger vehicle fire                             |             218
 2023 | 710 Malicious, mischievous false call, other           |             208
 2023 | 714 Central station, malicious false alarm             |             206
 2023 | 400 Hazardous condition, other                         |             203
 2023 | 511 Lock-out                                           |             178
 2023 | 100 Fire, other                                        |             177
 2023 | 611 Dispatched & canceled en route                     |             176
 2023 | 736 CO detector activation due to malfunction          |             167
 2023 | 900 Special type of incident, other                    |             155
 2023 | 424 Carbon monoxide incident                           |             127
 2023 | 712 Direct tie to FD, malicious false alarm            |             108
 2023 | 411 Gasoline or other flammable liquid spill           |             101
 2023 | 552 Police matter                                      |              99
 2023 | 4450 Arcing, shorted electrical PG&E equipment         |              94
 2023 | 331 Lock-in (if lock out , use 511 )                   |              94
 2023 | 741 Sprinkler activation, no fire - unintentional      |              90
 2023 | 445 Arcing, shorted electrical equipment               |              79
 2023 | 160 Special outside fire, other                        |              78
 2023 | 715 Local alarm system, malicious false alarm          |              74
 2023 | 555 Defective elevator, no occupants                   |              72
 2023 | 4440 PG&E Power line down                              |              72
 2023 | 650 Steam, other gas mistaken for smoke, other         |              71
 2023 | 800 Severe weather or natural disaster, other          |              70
 2023 | 321 EMS call, excluding vehicle accident with injury   |              69
 2023 | 653 Smoke from barbecue, tar kettle                    |              57
 2023 | 364 Surf rescue                                        |              47
 2023 | 460 Accident, potential accident, other                |              46
 2023 | 813 Wind storm, tornado/hurricane assessment           |              45
 2023 | 142 Brush or brush-and-grass mixture fire              |              43
 2023 | 734 Heat detector activation due to malfunction        |              43
 2023 | 911 Citizen complaint                                  |              41
 2023 | 442 Overheated motor                                   |              40
 2023 | 130 Mobile property (vehicle) fire, other              |              39
 2023 | 463 Vehicle accident, general cleanup                  |              37
 2023 | 512 Ring or jewelry removal                            |              33
 2023 | 350 Extrication, rescue, other                         |              31
 2023 | 143 Grass fire                                         |              30
 2023 | 352 Extrication of victim(s) from vehicle              |              30
 2023 | 140 Natural vegetation fire, other                     |              29
 2023 | 652 Steam, vapor, fog or dust thought to be smoke      |              28
 2023 | 251 Excessive heat, scorch burns with no ignition      |              27
 2023 | 671 HazMat release investigation w/no HazMat           |              27
 2023 | 413 Oil or other combustible liquid spill              |              26
 2023 | 410 Combustible/flammable gas/liquid condition, other  |              25
 2023 | 342 Search for person in water                         |              19
 2023 | 815 Severe weather or natural disaster standby         |              19
 2023 | 621 Wrong location                                     |              18
 2023 | 542 Animal rescue                                      |              18
 2023 | 112 Fires in structure other than in a building        |              18
 2023 | 731 Sprinkler activation due to malfunction            |              17
 2023 | 381 Rescue or EMS standby                              |              17
 2023 | 132 Road freight or transport vehicle fire             |              16
 2023 | 365 Watercraft rescue                                  |              16
 2023 | 461 Building or structure weakened or collapsed        |              14
 2023 | 521 Water evacuation                                   |              14
 2023 | 713 Telephone, malicious false alarm                   |              14
 2023 | 200 Overpressure rupture, explosion, overheat other    |              14
 2023 | 481 Attempt to burn                                    |              13
 2023 | 356 High-angle rescue                                  |              13
 2023 | 480 Attempted burning, illegal action, other           |              12
 2023 | 422 Chemical spill or leak                             |              12
 2023 | 360 Water & ice-related rescue, other                  |              12
 2023 | 641 Vicinity alarm (incident in other location)        |              12
 2023 | 441 Heat from short circuit (wiring), defective/worn   |              11
 2023 | 421 Chemical hazard (no spill or leak)                 |              10
 2023 | 162 Outside equipment fire                             |               9
 2023 | 1620 Outside PG&E equipment fire                       |               9
 2023 | 161 Outside storage fire                               |               9
 2023 | 152 Garbage dump or sanitary landfill fire             |               8
 2023 | 540 Animal problem, other                              |               8
 2023 | 443 Breakdown of light ballast                         |               8
 2023 | 4000 Tent/Encampment hazardous condition               |               7
 2023 | 137 Camper or recreational vehicle (RV) fire           |               7
 2023 | 122 Fire in motor home, camper, recreational vehicle   |               7
 2023 | 114 Chimney or flue fire, confined to chimney or flue  |               7
 2023 | 361 Swimming/recreational water areas rescue           |               7
 2023 | 451 Biological hazard, confirmed or suspected          |               6
 2023 | 240 Explosion (no fire), other                         |               5
 2023 | 420 Toxic condition, other                             |               5
 2023 | 742 Extinguishing system activation                    |               5
 2023 | 812 Flood assessment                                   |               5
 2023 | 164 Outside mailbox fire                               |               4
 2023 | 351 Extrication of victim(s) from building/structure   |               4
 2023 | 121 Fire in mobile home used as fixed residence        |               4
 2023 | 363 Swift water rescue                                 |               4
 2023 | 221 Overpressure rupture of air or gas pipe/pipeline   |               4
 2023 | 1230 Fire in portable building (Port-A-Potty)          |               4
 2023 | 462 Aircraft standby                                   |               4
 2023 | 153 Construction or demolition landfill fire           |               4
 2023 | 631 Authorized controlled burning                      |               4
 2023 | 423 Refrigeration leak                                 |               4
 2023 | 672 Biological hazard investigation, none found        |               4
 2023 | 372 Trapped by power lines                             |               3
 2023 | 340 Search for lost person, other                      |               3
 2023 | 721 Bomb scare - no bomb                               |               3
 2023 | 210 Overpressure rupture from steam, other             |               3
 2023 | 136 Self-propelled motor home or recreational vehicle  |               3
 2023 | 141 Forest, woods or wildland fire                     |               3
 2023 | 138 Off-road vehicle or heavy equipment fire           |               3
 2023 | 751 Biological hazard, malicious false report          |               3
 2023 | 357 Extrication of victim(s) from machinery            |               2
 2023 | 211 Overpressure rupture of steam pipe or pipeline     |               2
 2023 | 223 Air or gas rupture of pressure or process vessel   |               2
 2023 | 173 Cultivated trees or nursery stock fire             |               2
 2023 | 220 Overpressure rupture from air or gas, other        |               2
 2023 | 243 Fireworks explosion (no fire)                      |               2
 2023 | 732 Extinguishing system activation due to malfunction |               2
 2023 | 371 Electrocution or potential electrocution           |               2
 2023 | 341 Search for person on land                          |               2
 2023 | 120 Fire in mobile prop. used as a fixed struc., other |               2
 2023 | 231 Chemical reaction rupture of process vessel        |               1
 2023 | 571 Cover assignment, standby, moveup                  |               1
 2023 | 354 Trench/below-grade rescue                          |               1
 2023 | 115 Incinerator overload or malfunction, fire confined |               1
 2023 | 117 Commercial Compactor fire, confined to rubbish     |               1
 2023 | 123 Fire in portable building, fixed location          |               1
 2023 | 661 EMS call, party transported by non-fire agency     |               1
 2023 | 632 Prescribed fire                                    |               1
 2023 | 116 Fuel burner/boiler malfunction, fire confined      |               1
 2023 | 155 Outside stationary compactor/compacted trash fire  |               1
 2023 | 163 Outside gas or vapor combustion explosion          |               1
 2023 | 471 Explosive, bomb removal (for bomb scare, use 721)  |               1
 2023 | 541 Animal problem                                     |               1
 2024 | 700 False alarm or false call, other                   |            4237
 2024 | 745 Alarm system activation, no fire - unintentional   |            2381
 2024 | 735 Alarm system sounded due to malfunction            |            2338
 2024 | 500 Service Call, other                                |            2284
 2024 | 743 Smoke detector activation, no fire - unintentional |            2155
 2024 | 151 Outside rubbish, trash or waste fire               |            2004
 2024 | 554 Assist invalid                                     |            1541
 2024 | 150 Outside rubbish fire, other                        |            1325
 2024 | 322 Motor vehicle accident with injuries               |            1256
 2024 | 733 Smoke detector activation due to malfunction       |            1120
 2024 | 113 Cooking fire, confined to container                |             962
 2024 | 730 System malfunction, other                          |             841
 2024 | 311 Medical assist, assist EMS crew                    |             716
 2024 | 600 Good intent call, other                            |             690
 2024 | 740 Unintentional transmission of alarm, other         |             668
 2024 | 353 Removal of victim(s) from stalled elevator         |             653
 2024 | 744 Detector activation, no fire - unintentional       |             628
 2024 | 324 Motor vehicle accident with no injuries.           |             589
 2024 | 323 Motor vehicle/pedestrian accident (MV Ped)         |             584
 2024 | 440 Electrical  wiring/equipment problem, other        |             556
 2024 | 550 Public service assistance, other                   |             517
 2024 | 622 No incident found on arrival at dispatch address   |             510
 2024 | 412 Gas leak (natural gas or LPG)                      |             482
 2024 | 500W Welfare Check                                     |             449
 2024 | 553 Public service                                     |             421
 2024 | 520 Water problem, other                               |             399
 2024 | 510 Person in distress, other                          |             369
 2024 | 522 Water or steam leak                                |             334
 2024 | 551 Assist police or other governmental agency         |             333
 2024 | 444 Power line down                                    |             321
 2024 | 746 Carbon monoxide detector activation, no CO         |             319
